area_type,area,age_0_4_male,age_5_9_male,age_10_14_male,age_15_19_male,age_20_24_male,age_25_29_male,age_30_34_male,age_35_39_male,age_40_44_male,age_45_49_male,age_50_54_male,age_55_59_male,age_60_64_male,age_65_69_male,age_70_74_male,age_75_79_male,age_80_84_male,age_85_above_male,age_0_4_female,age_5_9_female,age_10_14_female,age_15_19_female,age_20_24_female,age_25_29_female,age_30_34_female,age_35_39_female,age_40_44_female,age_45_49_female,age_50_54_female,age_55_59_female,age_60_64_female,age_65_69_female,age_70_74_female,age_75_79_female,age_80_84_female,age_85_above_female
district,Kota Kinabalu,-20542.0,-27340.0,-22099.0,-20077.0,-24128.0,-21735.0,-23001.0,-22546.0,-19421.0,-16207.0,-13383.0,-10316.0,-7222.0,-4122.0,-2331.0,-1182.0,-657.0,-430.0,19928.0,26253.0,21398.0,18856.0,25101.0,21180.0,22308.0,22075.0,19084.0,14992.0,11215.0,8209.0,5506.0,3243.0,2010.0,1050.0,750.0,524.0
district,Ranau,-2602.0,-4246.0,-4743.0,-4815.0,-3898.0,-3553.0,-3689.0,-3731.0,-2899.0,-2510.0,-2536.0,-1837.0,-1253.0,-783.0,-400.0,-265.0,-159.0,-87.0,2801.0,4374.0,4876.0,4508.0,3656.0,3553.0,3337.0,3374.0,2483.0,2181.0,2109.0,1346.0,1003.0,606.0,375.0,253.0,142.0,94.0
district,Kota Belud,-3983.0,-6181.0,-6461.0,-6143.0,-4246.0,-3667.0,-3507.0,-3584.0,-2928.0,-3182.0,-2833.0,-2291.0,-1945.0,-1149.0,-729.0,-494.0,-368.0,-254.0,3616.0,5822.0,5975.0,5783.0,4378.0,3701.0,3563.0,3574.0,2962.0,3249.0,2678.0,2243.0,2167.0,1237.0,867.0,627.0,505.0,351.0
district,Tuaran,-5607.0,-7775.0,-7300.0,-6619.0,-5089.0,-4740.0,-5459.0,-5759.0,-4568.0,-3827.0,-3750.0,-3441.0,-2180.0,-1247.0,-708.0,-416.0,-260.0,-147.0,5257.0,7289.0,6698.0,6376.0,5284.0,5074.0,5534.0,5730.0,4507.0,3761.0,3531.0,2959.0,1935.0,1141.0,733.0,452.0,302.0,210.0
district,Penampang,-6036.0,-7598.0,-6664.0,-6716.0,-6817.0,-8107.0,-8412.0,-7799.0,-7237.0,-6069.0,-4903.0,-3793.0,-2524.0,-1520.0,-850.0,-439.0,-219.0,-105.0,5607.0,6940.0,6302.0,5882.0,5239.0,5967.0,7084.0,7987.0,7314.0,5857.0,4213.0,2889.0,2027.0,1322.0,832.0,420.0,281.0,203.0
district,Papar,-4501.0,-6770.0,-7558.0,-8217.0,-8438.0,-6371.0,-6048.0,-5412.0,-5269.0,-5298.0,-6149.0,-3958.0,-1904.0,-1453.0,-626.0,-502.0,-176.0,-141.0,4334.0,6517.0,7326.0,7845.0,7229.0,5788.0,5652.0,5277.0,5049.0,5104.0,4862.0,2708.0,1680.0,1225.0,561.0,366.0,203.0,150.0
district,Kudat,-3569.0,-5388.0,-5453.0,-4989.0,-3051.0,-2941.0,-3022.0,-3202.0,-2716.0,-2498.0,-2120.0,-1663.0,-1297.0,-778.0,-546.0,-320.0,-201.0,-167.0,3520.0,5162.0,5203.0,4642.0,3095.0,3000.0,3202.0,3190.0,2656.0,2271.0,1804.0,1474.0,1202.0,764.0,540.0,329.0,272.0,163.0
district,Kota Marudu,-3482.0,-4448.0,-3901.0,-3162.0,-2521.0,-2476.0,-2918.0,-3007.0,-2276.0,-1776.0,-1520.0,-1420.0,-1179.0,-669.0,-440.0,-256.0,-167.0,-115.0,3202.0,4136.0,3689.0,3037.0,2502.0,2663.0,2929.0,2700.0,2019.0,1662.0,1403.0,1139.0,1022.0,586.0,510.0,263.0,204.0,129.0
district,Pitas,-1686.0,-2271.0,-2066.0,-1841.0,-1499.0,-1329.0,-1433.0,-1384.0,-1196.0,-1004.0,-922.0,-614.0,-661.0,-391.0,-294.0,-137.0,-119.0,-79.0,1523.0,2083.0,1947.0,1695.0,1435.0,1289.0,1425.0,1223.0,1086.0,944.0,763.0,618.0,609.0,376.0,321.0,165.0,148.0,84.0
district,Beaufort,-2820.0,-3814.0,-3919.0,-3830.0,-2984.0,-2703.0,-2725.0,-2878.0,-2665.0,-2560.0,-2169.0,-1963.0,-1522.0,-912.0,-588.0,-316.0,-228.0,-161.0,2605.0,3596.0,3652.0,3553.0,2980.0,2626.0,2818.0,2966.0,2576.0,2342.0,1988.0,1680.0,1413.0,883.0,552.0,343.0,239.0,147.0
district,Kuala Penyu,-753.0,-1259.0,-1385.0,-1239.0,-887.0,-612.0,-677.0,-834.0,-812.0,-903.0,-806.0,-510.0,-479.0,-290.0,-212.0,-100.0,-68.0,-37.0,780.0,1276.0,1377.0,1208.0,760.0,716.0,791.0,939.0,981.0,874.0,612.0,480.0,436.0,259.0,163.0,104.0,57.0,34.0
district,Sipitang,-1756.0,-2215.0,-2059.0,-2004.0,-1379.0,-1335.0,-1475.0,-1521.0,-1168.0,-1206.0,-1182.0,-953.0,-635.0,-360.0,-172.0,-124.0,-88.0,-39.0,1592.0,2150.0,1790.0,1661.0,1348.0,1475.0,1380.0,1413.0,1259.0,1145.0,958.0,742.0,536.0,295.0,172.0,122.0,72.0,47.0
district,Tenom,-1702.0,-2714.0,-3246.0,-3139.0,-2107.0,-1757.0,-1854.0,-1818.0,-1499.0,-1453.0,-1706.0,-1327.0,-966.0,-464.0,-260.0,-185.0,-108.0,-70.0,1645.0,2675.0,3018.0,2982.0,2118.0,1939.0,1716.0,1681.0,1387.0,1497.0,1359.0,1065.0,800.0,394.0,276.0,176.0,135.0,90.0
district,Nabawan,-1086.0,-1533.0,-1532.0,-1679.0,-1487.0,-1731.0,-1347.0,-1149.0,-928.0,-795.0,-639.0,-498.0,-289.0,-135.0,-106.0,-53.0,-41.0,-50.0,1003.0,1416.0,1429.0,1670.0,1365.0,1415.0,1123.0,971.0,660.0,563.0,543.0,414.0,228.0,168.0,128.0,82.0,56.0,37.0
district,Keningau,-5707.0,-10111.0,-9190.0,-7769.0,-5674.0,-5544.0,-5781.0,-6239.0,-5578.0,-4793.0,-3873.0,-3191.0,-2136.0,-1069.0,-584.0,-327.0,-226.0,-160.0,5193.0,9544.0,8069.0,6938.0,5570.0,5788.0,5879.0,6634.0,4930.0,4448.0,3420.0,2543.0,1709.0,917.0,572.0,341.0,257.0,223.0
district,Tambunan,-1475.0,-2292.0,-1587.0,-1385.0,-1048.0,-1064.0,-1215.0,-1307.0,-1034.0,-902.0,-759.0,-715.0,-538.0,-325.0,-186.0,-112.0,-63.0,-51.0,1484.0,2125.0,1532.0,1221.0,1039.0,1145.0,1303.0,1299.0,953.0,755.0,699.0,638.0,507.0,290.0,207.0,136.0,83.0,99.0
district,Kunak,-3377.0,-5684.0,-4299.0,-3441.0,-2717.0,-3930.0,-3342.0,-2668.0,-2219.0,-1712.0,-1377.0,-969.0,-690.0,-369.0,-205.0,-109.0,-59.0,-33.0,3110.0,5099.0,3527.0,2708.0,2329.0,2928.0,2780.0,2426.0,1917.0,1467.0,1243.0,861.0,610.0,332.0,153.0,93.0,70.0,40.0
district,Tongod,-2549.0,-3080.0,-2381.0,-1736.0,-1583.0,-2163.0,-2221.0,-2140.0,-1749.0,-1167.0,-878.0,-553.0,-409.0,-199.0,-100.0,-107.0,-52.0,-59.0,2338.0,2768.0,2115.0,1594.0,1400.0,1820.0,1803.0,1798.0,1315.0,809.0,591.0,411.0,347.0,178.0,130.0,87.0,52.0,60.0
district,Putatan,-2681.0,-3475.0,-3283.0,-2966.0,-3387.0,-3429.0,-3105.0,-2947.0,-2474.0,-2131.0,-1822.0,-1498.0,-1113.0,-661.0,-332.0,-150.0,-84.0,-52.0,2473.0,3363.0,3053.0,2672.0,2638.0,3202.0,3001.0,3059.0,2570.0,2074.0,1698.0,1286.0,923.0,610.0,296.0,155.0,82.0,66.0
district,Telupid,-1294.0,-1831.0,-1419.0,-1056.0,-976.0,-1389.0,-1522.0,-1901.0,-1588.0,-1407.0,-727.0,-482.0,-171.0,-108.0,-55.0,-35.0,-16.0,-15.0,1201.0,1885.0,1411.0,996.0,938.0,1271.0,1398.0,1496.0,1020.0,657.0,409.0,245.0,130.0,83.0,46.0,36.0,10.0,17.0
district,Kalabakan,-2563.0,-3408.0,-2250.0,-1919.0,-2102.0,-2451.0,-2681.0,-2641.0,-2205.0,-1718.0,-1157.0,-627.0,-439.0,-191.0,-87.0,-39.0,-8.0,-17.0,2305.0,2991.0,1967.0,1616.0,1619.0,2027.0,2229.0,2139.0,1737.0,1238.0,756.0,513.0,286.0,124.0,64.0,35.0,24.0,22.0
district,Kuching,-18687.0,-25239.0,-24737.0,-27311.0,-28430.0,-28065.0,-25448.0,-23373.0,-19907.0,-18332.0,-16437.0,-16212.0,-12009.0,-9909.0,-6411.0,-3920.0,-2089.0,-1150.0,18033.0,23675.0,23052.0,24923.0,26642.0,27132.0,25014.0,22711.0,20351.0,18496.0,17172.0,16048.0,12701.0,10456.0,6763.0,4085.0,2553.0,1732.0
district,Bau,-1504.0,-1889.0,-2129.0,-2555.0,-2435.0,-2396.0,-2068.0,-1771.0,-1625.0,-1832.0,-1903.0,-1669.0,-1331.0,-912.0,-652.0,-333.0,-165.0,-170.0,1397.0,1764.0,1964.0,2222.0,2026.0,2141.0,1869.0,1641.0,1557.0,1645.0,1747.0,1536.0,1164.0,936.0,684.0,481.0,264.0,266.0
district,Lundu,-1036.0,-1477.0,-1629.0,-1521.0,-1346.0,-1548.0,-1432.0,-1381.0,-1220.0,-1246.0,-1096.0,-982.0,-720.0,-547.0,-388.0,-234.0,-90.0,-63.0,952.0,1334.0,1459.0,1326.0,1062.0,1101.0,1057.0,1041.0,996.0,1061.0,955.0,972.0,737.0,572.0,372.0,286.0,129.0,111.0
district,Samarahan,-4139.0,-5141.0,-5164.0,-6532.0,-9849.0,-5281.0,-4700.0,-4629.0,-4057.0,-3556.0,-2793.0,-2197.0,-1610.0,-1172.0,-647.0,-444.0,-197.0,-104.0,3893.0,4951.0,4806.0,7893.0,12993.0,5074.0,4846.0,4877.0,4122.0,3384.0,2719.0,2077.0,1609.0,1172.0,692.0,533.0,257.0,174.0
district,Serian,-2356.0,-3308.0,-3787.0,-3943.0,-3281.0,-3133.0,-3128.0,-2729.0,-2739.0,-2942.0,-3050.0,-2805.0,-2401.0,-1871.0,-1165.0,-708.0,-261.0,-211.0,2108.0,3156.0,3472.0,3617.0,2940.0,2830.0,2777.0,2575.0,2722.0,2956.0,2952.0,2655.0,2337.0,1752.0,1170.0,757.0,389.0,362.0
district,Simunjan,-1079.0,-1518.0,-1661.0,-1632.0,-1336.0,-1430.0,-1492.0,-1333.0,-1237.0,-1196.0,-1266.0,-1077.0,-1041.0,-702.0,-543.0,-327.0,-123.0,-84.0,968.0,1342.0,1555.0,1495.0,1169.0,1131.0,1229.0,1036.0,1004.0,1011.0,1202.0,1126.0,987.0,733.0,543.0,328.0,165.0,110.0
district,Sri Aman,-1745.0,-2544.0,-2318.0,-2209.0,-2577.0,-2968.0,-2736.0,-2114.0,-1688.0,-2077.0,-2022.0,-1685.0,-1510.0,-1269.0,-947.0,-699.0,-350.0,-252.0,1565.0,2425.0,2177.0,2118.0,2044.0,2554.0,2116.0,1789.0,1768.0,1887.0,1943.0,1722.0,1626.0,1281.0,1056.0,697.0,401.0,359.0
district,Lubok Antu,-508.0,-877.0,-1018.0,-867.0,-745.0,-847.0,-1003.0,-809.0,-798.0,-899.0,-963.0,-867.0,-707.0,-603.0,-422.0,-336.0,-146.0,-75.0,485.0,831.0,934.0,928.0,705.0,761.0,859.0,715.0,743.0,868.0,848.0,947.0,730.0,576.0,543.0,302.0,184.0,124.0
district,Betong,-875.0,-1309.0,-1597.0,-1605.0,-1282.0,-1324.0,-1664.0,-1296.0,-1262.0,-1299.0,-1346.0,-1245.0,-862.0,-827.0,-456.0,-359.0,-169.0,-97.0,901.0,1224.0,1546.0,1534.0,1142.0,1292.0,1322.0,1101.0,1005.0,1130.0,1216.0,1155.0,935.0,767.0,514.0,359.0,157.0,129.0
district,Saratok,-510.0,-701.0,-844.0,-822.0,-712.0,-797.0,-969.0,-731.0,-863.0,-861.0,-875.0,-975.0,-678.0,-501.0,-280.0,-157.0,-61.0,-46.0,579.0,755.0,818.0,859.0,796.0,838.0,968.0,709.0,860.0,894.0,866.0,955.0,680.0,484.0,307.0,176.0,85.0,93.0
district,Sarikei,-1218.0,-1759.0,-2073.0,-2071.0,-1626.0,-1501.0,-1562.0,-1525.0,-1467.0,-1496.0,-1534.0,-1239.0,-1061.0,-910.0,-525.0,-278.0,-167.0,-109.0,1154.0,1677.0,1951.0,1867.0,1488.0,1577.0,1542.0,1552.0,1568.0,1511.0,1520.0,1349.0,1091.0,853.0,536.0,357.0,168.0,157.0
district,Maradong,-599.0,-982.0,-935.0,-893.0,-744.0,-743.0,-671.0,-610.0,-539.0,-664.0,-702.0,-742.0,-443.0,-344.0,-258.0,-160.0,-57.0,-41.0,553.0,985.0,886.0,886.0,712.0,748.0,655.0,633.0,633.0,688.0,740.0,668.0,452.0,362.0,257.0,167.0,77.0,70.0
district,Daro,-627.0,-1031.0,-974.0,-830.0,-671.0,-1034.0,-1068.0,-918.0,-723.0,-598.0,-542.0,-462.0,-368.0,-294.0,-192.0,-114.0,-63.0,-19.0,594.0,924.0,863.0,779.0,571.0,809.0,746.0,646.0,521.0,493.0,480.0,492.0,340.0,301.0,194.0,116.0,54.0,26.0
district,Julau,-400.0,-633.0,-715.0,-656.0,-505.0,-546.0,-443.0,-420.0,-486.0,-580.0,-584.0,-525.0,-348.0,-310.0,-231.0,-119.0,-82.0,-30.0,419.0,641.0,689.0,695.0,455.0,529.0,458.0,463.0,526.0,530.0,557.0,526.0,364.0,286.0,268.0,145.0,102.0,67.0
district,Sibu,-6967.0,-9768.0,-10578.0,-10894.0,-11703.0,-12205.0,-10866.0,-10017.0,-8776.0,-7980.0,-7175.0,-6499.0,-5028.0,-3921.0,-2615.0,-1484.0,-902.0,-444.0,6304.0,9013.0,9232.0,10172.0,9901.0,10015.0,9632.0,9346.0,8594.0,8099.0,7366.0,6355.0,5419.0,4069.0,2947.0,1748.0,1167.0,863.0
district,Dalat,-672.0,-854.0,-952.0,-995.0,-787.0,-937.0,-937.0,-713.0,-807.0,-653.0,-659.0,-542.0,-463.0,-393.0,-258.0,-177.0,-86.0,-47.0,627.0,791.0,875.0,860.0,678.0,817.0,740.0,661.0,663.0,617.0,648.0,591.0,498.0,470.0,312.0,204.0,96.0,67.0
district,Mukah,-1419.0,-1834.0,-1766.0,-1736.0,-2303.0,-2152.0,-2071.0,-1950.0,-1604.0,-1498.0,-1145.0,-943.0,-750.0,-549.0,-345.0,-207.0,-93.0,-59.0,1381.0,1699.0,1620.0,1685.0,2099.0,1727.0,1680.0,1545.0,1242.0,1175.0,977.0,833.0,757.0,567.0,399.0,244.0,128.0,93.0
district,Kanowit,-732.0,-1079.0,-1196.0,-1073.0,-678.0,-860.0,-809.0,-747.0,-732.0,-801.0,-799.0,-883.0,-647.0,-543.0,-342.0,-232.0,-116.0,-80.0,632.0,982.0,1179.0,1107.0,679.0,791.0,791.0,748.0,723.0,778.0,892.0,850.0,667.0,499.0,426.0,269.0,205.0,133.0
district,Bintulu,-5770.0,-8101.0,-8509.0,-8235.0,-7811.0,-12118.0,-11218.0,-9806.0,-6494.0,-5453.0,-4168.0,-3728.0,-2364.0,-1484.0,-749.0,-402.0,-205.0,-95.0,5491.0,7560.0,7659.0,7483.0,6497.0,9124.0,8694.0,7702.0,5329.0,4928.0,3545.0,3178.0,1979.0,1215.0,745.0,400.0,238.0,169.0
district,Tatau,-953.0,-1627.0,-1461.0,-1234.0,-1156.0,-1975.0,-2499.0,-1670.0,-1040.0,-996.0,-762.0,-799.0,-467.0,-395.0,-254.0,-139.0,-58.0,-57.0,890.0,1473.0,1359.0,1095.0,849.0,1588.0,1666.0,1214.0,861.0,843.0,697.0,692.0,406.0,342.0,188.0,119.0,36.0,60.0
district,Kapit,-1208.0,-1712.0,-1991.0,-1760.0,-1138.0,-1362.0,-1419.0,-1187.0,-1122.0,-1078.0,-1094.0,-1109.0,-705.0,-484.0,-333.0,-270.0,-104.0,-58.0,1081.0,1599.0,1851.0,1738.0,1150.0,1422.0,1311.0,1223.0,1164.0,1112.0,1130.0,1014.0,634.0,464.0,418.0,261.0,188.0,136.0
district,Song,-296.0,-442.0,-550.0,-443.0,-225.0,-286.0,-292.0,-283.0,-259.0,-303.0,-334.0,-338.0,-268.0,-212.0,-160.0,-97.0,-52.0,-38.0,304.0,423.0,477.0,378.0,254.0,330.0,300.0,297.0,298.0,361.0,366.0,343.0,279.0,223.0,171.0,131.0,95.0,53.0
district,Belaga,-462.0,-875.0,-1032.0,-1200.0,-988.0,-1537.0,-1405.0,-1679.0,-1237.0,-887.0,-534.0,-517.0,-227.0,-150.0,-109.0,-70.0,-30.0,-19.0,470.0,850.0,946.0,1084.0,795.0,1026.0,898.0,815.0,755.0,671.0,406.0,339.0,227.0,121.0,66.0,44.0,21.0,10.0
district,Miri,-6511.0,-9393.0,-10500.0,-11031.0,-12683.0,-13628.0,-13234.0,-10785.0,-8764.0,-7882.0,-6518.0,-6584.0,-4925.0,-3879.0,-2239.0,-1077.0,-547.0,-365.0,6146.0,8434.0,8869.0,9720.0,10324.0,12378.0,11578.0,9817.0,8481.0,7735.0,6519.0,6223.0,4621.0,3421.0,1950.0,977.0,687.0,452.0
district,Marudi,-422.0,-768.0,-965.0,-1093.0,-606.0,-949.0,-900.0,-975.0,-894.0,-601.0,-476.0,-435.0,-324.0,-293.0,-154.0,-94.0,-89.0,-51.0,456.0,709.0,856.0,932.0,473.0,727.0,709.0,755.0,846.0,517.0,397.0,380.0,308.0,282.0,148.0,96.0,95.0,63.0
district,Limbang,-1552.0,-2174.0,-2249.0,-2129.0,-1703.0,-1833.0,-1847.0,-1714.0,-1442.0,-1418.0,-1259.0,-1271.0,-1007.0,-761.0,-419.0,-191.0,-134.0,-88.0,1529.0,2011.0,2051.0,1965.0,1491.0,1714.0,1758.0,1617.0,1429.0,1369.0,1269.0,1176.0,933.0,626.0,431.0,234.0,168.0,99.0
district,Lawas,-1382.0,-1723.0,-1814.0,-1686.0,-1424.0,-1499.0,-1397.0,-1297.0,-1128.0,-1134.0,-1060.0,-1022.0,-775.0,-614.0,-342.0,-221.0,-114.0,-92.0,1348.0,1800.0,1707.0,1612.0,1304.0,1453.0,1337.0,1270.0,1059.0,1012.0,987.0,851.0,760.0,569.0,346.0,216.0,152.0,97.0
district,Matu,-501.0,-636.0,-682.0,-629.0,-626.0,-927.0,-1039.0,-761.0,-667.0,-564.0,-443.0,-422.0,-315.0,-248.0,-191.0,-104.0,-56.0,-31.0,419.0,609.0,616.0,612.0,480.0,655.0,621.0,543.0,492.0,446.0,432.0,408.0,378.0,306.0,239.0,130.0,55.0,33.0
district,Asajaya,-1102.0,-1524.0,-1733.0,-1674.0,-1295.0,-1273.0,-1245.0,-1046.0,-997.0,-959.0,-1075.0,-882.0,-764.0,-617.0,-462.0,-300.0,-124.0,-69.0,1014.0,1417.0,1633.0,1605.0,1162.0,1202.0,1078.0,979.0,1014.0,1033.0,1021.0,898.0,772.0,650.0,406.0,321.0,159.0,101.0
district,Pakan,-521.0,-671.0,-723.0,-677.0,-842.0,-696.0,-570.0,-405.0,-436.0,-542.0,-586.0,-481.0,-340.0,-263.0,-205.0,-110.0,-50.0,-42.0,391.0,556.0,619.0,608.0,658.0,621.0,478.0,405.0,417.0,495.0,536.0,459.0,344.0,241.0,218.0,111.0,80.0,65.0
district,Selangau,-478.0,-792.0,-778.0,-731.0,-725.0,-860.0,-904.0,-806.0,-731.0,-741.0,-745.0,-618.0,-426.0,-384.0,-248.0,-138.0,-89.0,-41.0,497.0,820.0,820.0,788.0,619.0,745.0,719.0,644.0,605.0,702.0,645.0,594.0,439.0,339.0,275.0,175.0,114.0,69.0
district,Tebedu,-558.0,-930.0,-1190.0,-1377.0,-789.0,-793.0,-1001.0,-776.0,-950.0,-882.0,-842.0,-959.0,-655.0,-490.0,-310.0,-159.0,-66.0,-80.0,630.0,1015.0,1133.0,1424.0,809.0,802.0,916.0,612.0,799.0,873.0,804.0,866.0,607.0,452.0,303.0,223.0,69.0,88.0
district,Pusa,-850.0,-1068.0,-1448.0,-839.0,-614.0,-665.0,-728.0,-569.0,-542.0,-504.0,-605.0,-495.0,-419.0,-327.0,-184.0,-108.0,-62.0,-27.0,679.0,933.0,1162.0,780.0,606.0,672.0,693.0,596.0,512.0,596.0,620.0,542.0,369.0,313.0,202.0,129.0,52.0,47.0
district,Kabong,-485.0,-759.0,-796.0,-793.0,-581.0,-590.0,-672.0,-548.0,-572.0,-695.0,-738.0,-598.0,-513.0,-388.0,-278.0,-158.0,-51.0,-50.0,457.0,679.0,802.0,698.0,557.0,608.0,612.0,601.0,582.0,665.0,738.0,599.0,553.0,434.0,303.0,145.0,52.0,54.0
district,Tanjung Manis,-228.0,-305.0,-343.0,-306.0,-344.0,-403.0,-371.0,-295.0,-287.0,-311.0,-307.0,-223.0,-181.0,-123.0,-92.0,-66.0,-26.0,-8.0,258.0,295.0,320.0,244.0,267.0,315.0,303.0,228.0,212.0,255.0,253.0,216.0,214.0,125.0,94.0,68.0,36.0,24.0
district,Sebauh,-535.0,-1204.0,-1075.0,-760.0,-1029.0,-2636.0,-2538.0,-2060.0,-1157.0,-1078.0,-717.0,-1066.0,-368.0,-229.0,-151.0,-97.0,-37.0,-27.0,519.0,1085.0,957.0,693.0,858.0,1928.0,1666.0,1276.0,853.0,781.0,759.0,786.0,296.0,177.0,112.0,51.0,28.0,17.0
district,Bukit Mabong,-229.0,-765.0,-405.0,-308.0,-390.0,-499.0,-506.0,-521.0,-413.0,-369.0,-448.0,-607.0,-220.0,-191.0,-145.0,-109.0,-46.0,-32.0,144.0,366.0,336.0,245.0,266.0,319.0,286.0,200.0,244.0,233.0,361.0,312.0,205.0,125.0,129.0,91.0,61.0,29.0
district,Subis,-1442.0,-2213.0,-2354.0,-2392.0,-2518.0,-3563.0,-3591.0,-3176.0,-2833.0,-2504.0,-1521.0,-1100.0,-955.0,-784.0,-513.0,-252.0,-106.0,-80.0,1339.0,1894.0,2144.0,1947.0,1849.0,2577.0,2526.0,2391.0,2139.0,1801.0,1267.0,1011.0,890.0,674.0,452.0,279.0,116.0,96.0
district,Beluru,-685.0,-1276.0,-1245.0,-1581.0,-1026.0,-1919.0,-1827.0,-1149.0,-1315.0,-805.0,-676.0,-526.0,-461.0,-470.0,-189.0,-153.0,-68.0,-62.0,891.0,1301.0,1164.0,1552.0,887.0,1564.0,1003.0,816.0,1127.0,641.0,562.0,517.0,397.0,364.0,201.0,126.0,77.0,72.0
district,Telang Usan,-267.0,-690.0,-1139.0,-1047.0,-540.0,-708.0,-664.0,-902.0,-950.0,-533.0,-444.0,-485.0,-390.0,-216.0,-119.0,-85.0,-85.0,-65.0,280.0,699.0,994.0,873.0,502.0,513.0,645.0,696.0,704.0,481.0,364.0,558.0,270.0,193.0,114.0,65.0,75.0,51.0
district,W.P. Kuala Lumpur,-56141.0,-90466.0,-86326.0,-71426.0,-61942.0,-98644.0,-123262.0,-140024.0,-103875.0,-81083.0,-44484.0,-39344.0,-24997.0,-18892.0,-10275.0,-4452.0,-2295.0,-978.0,56584.0,85339.0,76946.0,63403.0,54221.0,85072.0,101076.0,110924.0,83775.0,62446.0,41392.0,38649.0,25864.0,18449.0,9877.0,4689.0,2815.0,1685.0
district,W.P. Labuan,-5441.0,-4368.0,-4211.0,-4065.0,-3766.0,-4342.0,-4278.0,-5553.0,-2955.0,-2229.0,-2115.0,-2055.0,-1464.0,-869.0,-585.0,-235.0,-164.0,-195.0,4591.0,3799.0,3603.0,4615.0,4363.0,4387.0,4341.0,4422.0,2492.0,2489.0,2162.0,1766.0,1252.0,861.0,415.0,265.0,194.0,213.0
district,W.P. Putrajaya,-6676.0,-8894.0,-5818.0,-3080.0,-2032.0,-2838.0,-5035.0,-8066.0,-4794.0,-2329.0,-1502.0,-1191.0,-683.0,-350.0,-157.0,-70.0,-37.0,-22.0,6209.0,8399.0,5464.0,2818.0,2129.0,3596.0,6414.0,9503.0,4611.0,2218.0,1514.0,1103.0,751.0,434.0,257.0,108.0,60.0,40.0
